Equipment ID,Asset Number,Description,Location,Building,Floor,System,Subsystem,Manufacturer,Model,Serial Number,Voltage,Capacity,Weight,Dimensions,Delivery Status,Installation Status,Commissioning Status,Maintenance Status,Warranty,Criticality,Vendor,Purchase Order,Linked Schedule Activity
EQP-ELE-477,AST-ELE-477,MV Switchgear Asset Item 477,"Data Centre Building 01, Floor 3",Data Centre Building 01,Floor 1,Electrical,MV Switchgear,Schneider Electric,MOD-ELE-477,SN-ELE-477-99,11 kV AC,31.5 kA,315 kg,600x600x1200 mm,In Manufacturing,Awaiting Delivery,Awaiting Installation,Setup Phase,12 Months,MEDIUM,Standard Supplies Ltd,PHX-DC-01-PO-EL-001,A440
EQP-ELE-478,AST-ELE-478,LV Switchgear Asset Item 478,"Data Centre Building 01, Floor 2",Data Centre Building 01,Floor 1,Electrical,LV Switchgear,ABB,MOD-ELE-478,SN-ELE-478-99,415V AC,3200 A,488 kg,600x600x1200 mm,In Manufacturing,Awaiting Delivery,Awaiting Installation,Setup Phase,12 Months,HIGH,Standard Supplies Ltd,PHX-DC-01-PO-EL-005,A320
EQP-ELE-479,AST-ELE-479,LV Switchgear Asset Item 479,"Transformer Yard, Floor 2",Transformer Yard,Floor 3,Electrical,LV Switchgear,ABB,MOD-ELE-479,SN-ELE-479-99,415V AC,3200 A,15 kg,600x600x1200 mm,In Manufacturing,Awaiting Delivery,Awaiting Installation,Setup Phase,12 Months,HIGH,Standard Supplies Ltd,PHX-DC-01-PO-EL-005,A150
EQP-ELE-480,AST-ELE-480,Diesel Generators Asset Item 480,"Utility Block Building, Floor 2",Utility Block Building,Floor 1,Electrical,Diesel Generators,Cummins,MOD-ELE-480,SN-ELE-480-99,415V AC,3500 kW,292 kg,600x600x1200 mm,Delayed,Awaiting Delivery,Awaiting Installation,Setup Phase,12 Months,MEDIUM,Standard Supplies Ltd,PHX-DC-01-PO-EL-003,A320
EQP-MEC-481,AST-MEC-481,Chilled Water Plant Asset Item 481,"Generator Yard, Floor 1",Generator Yard,Floor 2,Mechanical,Chilled Water Plant,Carrier,MOD-MEC-481,SN-MEC-481-99,415V AC,2500 kW,13 kg,600x600x1200 mm,Delayed,Awaiting Delivery,Awaiting Installation,Setup Phase,12 Months,HIGH,Standard Supplies Ltd,PHX-DC-01-PO-ME-001,A320
EQP-BMS-482,AST-BMS-482,BMS Server Panel Asset Item 482,"Transformer Yard, Floor 2",Transformer Yard,Floor 3,BMS,BMS Server Panel,OEM Standard,MOD-BMS-482,SN-BMS-482-99,230V AC,Standard Load,238 kg,600x600x1200 mm,Delayed,Awaiting Delivery,Awaiting Installation,Setup Phase,12 Months,MEDIUM,Standard Supplies Ltd,PHX-DC-01-PO-GEN-482,A150
EQP-BMS-483,AST-BMS-483,BMS Software System Asset Item 483,"Data Centre Building 01, Floor 2",Data Centre Building 01,Floor 3,BMS,BMS Software System,OEM Standard,MOD-BMS-483,SN-BMS-483-99,230V AC,Standard Load,166 kg,600x600x1200 mm,Delayed,Awaiting Delivery,Awaiting Installation,Setup Phase,12 Months,MEDIUM,Standard Supplies Ltd,PHX-DC-01-PO-GEN-483,A500
EQP-MEC-484,AST-MEC-484,CRAH System Asset Item 484,"Data Centre Building 01, Floor 1",Data Centre Building 01,Floor 2,Mechanical,CRAH System,Vertiv,MOD-MEC-484,SN-MEC-484-99,415V AC,85 kW,235 kg,600x600x1200 mm,Delayed,Awaiting Delivery,Awaiting Installation,Setup Phase,12 Months,HIGH,Standard Supplies Ltd,PHX-DC-01-PO-ME-002,A150
EQP-BMS-485,AST-BMS-485,BMS Control Network Asset Item 485,"Data Centre Building 01, Floor 1",Data Centre Building 01,Floor 1,BMS,BMS Control Network,OEM Standard,MOD-BMS-485,SN-BMS-485-99,230V AC,Standard Load,128 kg,600x600x1200 mm,Delayed,Awaiting Delivery,Awaiting Installation,Setup Phase,12 Months,HIGH,Standard Supplies Ltd,PHX-DC-01-PO-GEN-485,A150
EQP-FIR-486,AST-FIR-486,CO2 Flooding System Asset Item 486,"Transformer Yard, Floor 1",Transformer Yard,Floor 1,Fire Protection,CO2 Flooding System,OEM Standard,MOD-FIR-486,SN-FIR-486-99,230V AC,Standard Load,450 kg,600x600x1200 mm,Delayed,Awaiting Delivery,Awaiting Installation,Setup Phase,12 Months,HIGH,Standard Supplies Ltd,PHX-DC-01-PO-GEN-486,A500
EQP-BMS-487,AST-BMS-487,BMS Control Network Asset Item 487,"Transformer Yard, Floor 2",Transformer Yard,Floor 3,BMS,BMS Control Network,OEM Standard,MOD-BMS-487,SN-BMS-487-99,230V AC,Standard Load,339 kg,600x600x1200 mm,Delayed,Awaiting Delivery,Awaiting Installation,Setup Phase,12 Months,HIGH,Standard Supplies Ltd,PHX-DC-01-PO-GEN-487,A320
EQP-FIR-488,AST-FIR-488,CO2 Flooding System Asset Item 488,"Generator Yard, Floor 3",Generator Yard,Floor 1,Fire Protection,CO2 Flooding System,OEM Standard,MOD-FIR-488,SN-FIR-488-99,230V AC,Standard Load,215 kg,600x600x1200 mm,Delayed,Awaiting Delivery,Awaiting Installation,Setup Phase,12 Months,HIGH,Standard Supplies Ltd,PHX-DC-01-PO-GEN-488,A500
EQP-MEC-489,AST-MEC-489,Acoustic Exhaust Asset Item 489,"Transformer Yard, Floor 3",Transformer Yard,Floor 2,Mechanical,Acoustic Exhaust,OEM Standard,MOD-MEC-489,SN-MEC-489-99,415V AC,35 dB Attenuation,383 kg,600x600x1200 mm,Delayed,Awaiting Delivery,Awaiting Installation,Setup Phase,12 Months,MEDIUM,Standard Supplies Ltd,PHX-DC-01-PO-GEN-489,A440
EQP-BMS-490,AST-BMS-490,BMS Software System Asset Item 490,"Generator Yard, Floor 3",Generator Yard,Floor 1,BMS,BMS Software System,OEM Standard,MOD-BMS-490,SN-BMS-490-99,230V AC,Standard Load,248 kg,600x600x1200 mm,Delayed,Awaiting Delivery,Awaiting Installation,Setup Phase,12 Months,HIGH,Standard Supplies Ltd,PHX-DC-01-PO-GEN-490,A240
EQP-ELE-491,AST-ELE-491,Diesel Generators Asset Item 491,"Generator Yard, Floor 2",Generator Yard,Floor 1,Electrical,Diesel Generators,Cummins,MOD-ELE-491,SN-ELE-491-99,415V AC,3500 kW,303 kg,600x600x1200 mm,Delayed,Awaiting Delivery,Awaiting Installation,Setup Phase,12 Months,LOW,Standard Supplies Ltd,PHX-DC-01-PO-EL-003,A150
EQP-ELE-492,AST-ELE-492,Power Transformers Asset Item 492,"Data Centre Building 01, Floor 1",Data Centre Building 01,Floor 3,Electrical,Power Transformers,Kirloskar,MOD-ELE-492,SN-ELE-492-99,110 kV / 11 kV,5 MVA,495 kg,600x600x1200 mm,Delayed,Awaiting Delivery,Awaiting Installation,Setup Phase,12 Months,LOW,Standard Supplies Ltd,PHX-DC-01-PO-EL-004,A320
EQP-ELE-493,AST-ELE-493,LV Switchgear Asset Item 493,"Transformer Yard, Floor 3",Transformer Yard,Floor 1,Electrical,LV Switchgear,ABB,MOD-ELE-493,SN-ELE-493-99,415V AC,3200 A,430 kg,600x600x1200 mm,Delayed,Awaiting Delivery,Awaiting Installation,Setup Phase,12 Months,HIGH,Standard Supplies Ltd,PHX-DC-01-PO-EL-005,A440
EQP-ELE-494,AST-ELE-494,Power Transformers Asset Item 494,"Utility Block Building, Floor 3",Utility Block Building,Floor 3,Electrical,Power Transformers,Kirloskar,MOD-ELE-494,SN-ELE-494-99,110 kV / 11 kV,5 MVA,44 kg,600x600x1200 mm,Delayed,Awaiting Delivery,Awaiting Installation,Setup Phase,12 Months,LOW,Standard Supplies Ltd,PHX-DC-01-PO-EL-004,A320
EQP-MEC-495,AST-MEC-495,CRAH System Asset Item 495,"Transformer Yard, Floor 3",Transformer Yard,Floor 1,Mechanical,CRAH System,Vertiv,MOD-MEC-495,SN-MEC-495-99,415V AC,85 kW,302 kg,600x600x1200 mm,Delayed,Awaiting Delivery,Awaiting Installation,Setup Phase,12 Months,HIGH,Standard Supplies Ltd,PHX-DC-01-PO-ME-002,A320
EQP-FIR-496,AST-FIR-496,Pre-action Sprinklers Asset Item 496,"Generator Yard, Floor 3",Generator Yard,Floor 1,Fire Protection,Pre-action Sprinklers,OEM Standard,MOD-FIR-496,SN-FIR-496-99,230V AC,Standard Load,452 kg,600x600x1200 mm,Delayed,Awaiting Delivery,Awaiting Installation,Setup Phase,12 Months,HIGH,Standard Supplies Ltd,PHX-DC-01-PO-GEN-496,A440
EQP-ELE-497,AST-ELE-497,LV Switchgear Asset Item 497,"Data Centre Building 01, Floor 3",Data Centre Building 01,Floor 3,Electrical,LV Switchgear,ABB,MOD-ELE-497,SN-ELE-497-99,415V AC,3200 A,480 kg,600x600x1200 mm,Delayed,Awaiting Delivery,Awaiting Installation,Setup Phase,12 Months,LOW,Standard Supplies Ltd,PHX-DC-01-PO-EL-005,A440
EQP-BMS-498,AST-BMS-498,BMS Server Panel Asset Item 498,"Generator Yard, Floor 2",Generator Yard,Floor 3,BMS,BMS Server Panel,OEM Standard,MOD-BMS-498,SN-BMS-498-99,230V AC,Standard Load,226 kg,600x600x1200 mm,Delayed,Awaiting Delivery,Awaiting Installation,Setup Phase,12 Months,HIGH,Standard Supplies Ltd,PHX-DC-01-PO-GEN-498,A240
EQP-ELE-499,AST-ELE-499,Power Transformers Asset Item 499,"Utility Block Building, Floor 3",Utility Block Building,Floor 1,Electrical,Power Transformers,Kirloskar,MOD-ELE-499,SN-ELE-499-99,110 kV / 11 kV,5 MVA,192 kg,600x600x1200 mm,Delayed,Awaiting Delivery,Awaiting Installation,Setup Phase,12 Months,MEDIUM,Standard Supplies Ltd,PHX-DC-01-PO-EL-004,A500
EQP-ELE-500,AST-ELE-500,Busduct Systems Asset Item 500,"Data Centre Building 01, Floor 1",Data Centre Building 01,Floor 1,Electrical,Busduct Systems,Godrej,MOD-ELE-500,SN-ELE-500-99,415V AC,3200 A,350 kg,600x600x1200 mm,Delayed,Awaiting Delivery,Awaiting Installation,Setup Phase,12 Months,HIGH,Standard Supplies Ltd,PHX-DC-01-PO-EL-006,A320
